,id_left,id_right,label
123,188629,1126134,0
124,188629,1620485,0
125,188629,1501942,0
126,188629,2202179,0
127,188629,2108483,0
128,188629,81404,0
129,188629,2379197,0
130,188629,1013370,0
131,188629,1062217,0
132,188629,1440095,1
133,188629,359930,0
134,188629,2174084,0
135,188629,2274268,0
136,188629,1770184,0
137,188629,2394924,0
138,188629,995970,0
139,188629,186391,0
140,188629,1402356,0
141,188629,2454311,0
142,188629,2278176,0
143,188629,601377,0
144,188629,1949999,0
145,188629,1919943,1
146,188629,1665650,0
147,188629,1810124,0
148,188629,808156,0
149,188629,2148829,0
150,188629,934751,0
151,188629,1269643,0
152,188629,1849907,0
153,188629,1262447,0
154,188629,1840851,0
155,188629,1755077,0
156,188629,768294,0
157,188629,294487,0
158,188629,1438360,0
159,188629,1207453,0
160,188629,2276840,0
161,188629,1568969,0
162,188629,970447,0
163,188629,1723161,0
164,188629,1930892,0
165,188629,1749910,0
166,188629,2114574,0
167,188629,1414252,0
168,188629,2388181,0
169,188629,1117572,0
170,188629,608222,0
171,188629,1954139,0
172,188629,2142092,0
173,188629,1904164,0
174,188629,1557927,0
175,188629,333322,0
176,188629,23344,0
177,188629,2324530,0
178,188629,1024353,0
179,188629,1399078,0
180,188629,331317,0
181,188629,469290,0
182,188629,168160,0
183,188629,248592,0
184,188629,248591,0
185,188629,653569,0
186,188629,1397312,0
187,188629,600562,0
188,188629,8610,0
189,188629,2244907,0
190,188629,71628,0
191,188629,1776084,0
192,188629,1412003,0
193,188629,2230987,0
194,188629,314991,0
195,188629,857362,0
196,188629,2264856,0
197,188629,489661,0
198,188629,1013072,0
199,188629,897383,0
200,13898,2354140,0
201,13898,1027679,0
202,13898,1967757,0
203,13898,1973423,0
204,13898,2057787,0
205,13898,410693,0
206,13898,1924590,0
207,13898,1717542,0
208,13898,1862009,0
209,13898,1719487,0
210,13898,2148669,0
211,13898,2344418,0
212,13898,2204994,0
213,13898,1261820,0
214,13898,1602112,0
215,13898,2264470,0
216,13898,2219321,0
217,13898,1392656,0
218,13898,2242766,0
219,13898,1866568,0
220,13898,1703661,0
221,13898,1698443,0
222,13898,2185128,0
223,13898,2136468,0
224,13898,1856980,0
225,13898,1179897,0
226,13898,2444503,0
227,13898,2104877,0
228,13898,1139710,0
229,13898,2177950,0
230,13898,2069907,0
231,13898,2103667,0
232,13898,461173,0
233,13898,2416864,0
234,13898,2064114,0
235,13898,2017402,0
236,13898,1982138,0
237,13898,630398,0
238,13898,444686,0
239,13898,1303401,0
240,13898,2438204,0
241,13898,1290570,0
242,13898,2221700,0
243,13898,1754587,0
244,13898,493618,0
245,13898,1756394,0
246,13898,1982069,0
247,13898,2084968,0
248,13898,2279254,0
249,13898,2131343,0
250,13898,1982858,0
251,13898,1495729,0
252,13898,2399875,0
253,13898,1207278,0
254,13898,605746,0
255,13898,1120183,0
256,13898,1790985,0
257,13898,1445465,0
258,13898,2024134,0
259,13898,663648,0
260,13898,1860996,0
261,13898,1342926,0
262,13898,2286632,0
263,13898,1952213,0
264,13898,2153840,0
265,13898,2071550,0
266,13898,1195615,0
267,13898,2451668,0
268,13898,1128206,0
269,13898,2249905,0
270,13898,2289986,0
271,13898,1926526,0
272,13898,2007196,0
273,13898,1433384,0
274,13898,2454557,0
275,13898,377596,0
276,13898,2121126,0
277,13898,2339358,0
278,13898,1910610,0
279,13898,1890931,0
280,13898,1712155,0
281,13898,2038596,0
282,13898,2260142,0
283,13898,2436199,0
284,13898,2438229,0
285,13898,1823250,0
286,13898,1363987,0
287,13898,82170,0
288,13898,681436,0
289,13898,2295174,0
290,13898,1745400,0
291,13898,2445742,0
292,13898,2075599,0
293,13898,1983381,0
294,13898,2186006,0
295,13898,4676,0
296,13898,2191589,0
297,13898,2161320,0
298,13898,1985450,0
299,13898,98873,0
300,316959,316959,2
301,316959,348869,0
302,316959,1836641,0
303,316959,2156815,0
304,316959,930698,0
305,316959,1326263,1
306,316959,2215542,0
307,316959,1525222,0
308,316959,918373,0
309,316959,1294742,0
310,316959,2324307,0
311,316959,2068187,0
312,316959,1457673,0
313,316959,1856373,0
314,316959,880852,0
315,316959,848612,0
316,316959,1766882,0
317,316959,390937,0
318,316959,2022680,0
319,316959,2144936,0
320,316959,478061,0
321,316959,1465433,0
322,316959,615978,0
323,316959,1267856,0
324,316959,1666543,0
325,316959,1195029,0
326,316959,395421,0
327,316959,687712,0
328,316959,354864,0
329,316959,1905596,0
330,316959,1281699,0
331,316959,1167252,0
332,316959,937133,0
333,316959,1800631,0
334,316959,2217187,0
335,316959,438884,0
336,316959,1886217,0
337,316959,408344,0
338,316959,825218,0
339,316959,468872,0
340,316959,520239,0
341,316959,487609,0
342,316959,928387,0
343,316959,454826,0
344,316959,348537,0
345,316959,138023,0
346,316959,1977560,0
347,316959,307237,0
348,316959,2255395,0
349,316959,2188725,0
350,316959,914399,0
351,316959,1106545,0
352,316959,1093908,0
353,316959,2122506,0
354,316959,1182268,0
355,316959,2005462,0
356,316959,2176278,0
357,316959,749967,0
358,316959,2052115,0
359,316959,942171,0
360,316959,326731,0
361,316959,2234252,0
362,316959,2400336,0
363,316959,2351054,0
364,316959,1966597,0
365,316959,1927285,0
366,316959,1472519,0
367,316959,474394,0
368,316959,2404532,0
369,316959,142717,0
370,316959,709573,0
371,316959,2421046,0
372,316959,2229972,0
373,316959,845777,0
374,316959,882050,0
375,316959,2258938,0
376,316959,2111633,0
377,316959,2146986,0
378,316959,834958,0
379,316959,775090,0
380,316959,1641604,0
381,316959,940168,0
382,316959,273542,0
383,316959,851945,0
384,316959,2019305,0
385,316959,1707788,0
386,316959,1149294,0
387,316959,515515,0
388,316959,918975,0
389,316959,1488395,0
390,316959,613908,0
391,316959,1563226,0
392,316959,1116008,0
393,316959,425290,0
394,316959,930873,0
395,316959,1372325,0
396,316959,2279943,0
397,316959,1620271,0
398,316959,1662831,0
399,316959,2259398,0
400,515031,2345114,0
401,515031,6502,0
402,515031,748466,0
403,515031,1376470,0
404,515031,463013,0
405,515031,2113977,0
406,515031,823332,0
407,515031,761490,0
408,515031,1125994,0
409,515031,833635,0
410,515031,2113971,0
411,515031,1539290,0
412,515031,1128731,0
413,515031,1643179,0
414,515031,1303955,0
415,515031,2391789,0
416,515031,363379,0
417,515031,91398,0
418,515031,775694,0
419,515031,832086,0
420,515031,707195,0
421,515031,443127,0
422,515031,837024,0
423,515031,2102060,0
424,515031,462449,0
425,515031,1354951,0
426,515031,281723,0
427,515031,1355209,0
428,515031,1587615,0
429,515031,1662828,0
430,515031,271705,0
431,515031,1842084,0
432,515031,1569953,1
433,515031,478469,0
434,515031,1075373,0
435,515031,286372,0
436,515031,745251,0
437,515031,837562,0
438,515031,1355393,0
439,515031,707176,0
440,515031,1354033,0
441,515031,888195,0
442,515031,1682256,0
443,515031,854813,0
444,515031,1481340,0
445,515031,599252,0
446,515031,208640,0
447,515031,1482837,0
448,515031,1769667,0
449,515031,1615129,0
450,515031,1382041,1
451,515031,1790346,0
452,515031,569372,0
453,515031,988591,0
454,515031,229095,0
455,515031,887826,0
456,515031,33869,0
457,515031,1296073,0
458,515031,1739225,0
459,515031,150200,0
460,515031,2369067,0
461,515031,1895388,0
462,515031,1520347,0
463,515031,1241165,0
464,515031,1418151,0
465,515031,1453940,1
466,515031,1354287,0
467,515031,823209,0
468,515031,2160001,0
469,515031,857193,0
470,515031,2063152,0
471,515031,843996,0
472,515031,694904,0
473,515031,232675,0
474,515031,643817,0
475,515031,1062547,0
476,515031,837727,0
477,515031,2062729,0
478,515031,2296657,0
479,515031,1468534,0
480,515031,2444842,0
481,515031,250602,0
482,515031,1193586,0
483,515031,842375,0
484,515031,694828,0
485,515031,1354363,0
486,515031,840311,0
487,515031,825925,0
488,515031,2090382,0
489,515031,667093,0
490,515031,1669895,0
491,515031,171754,0
492,515031,409205,0
493,515031,1670820,0
494,515031,1355007,0
495,515031,1461967,0
496,515031,1620290,0
497,515031,1301646,0
498,515031,1989078,0
499,515031,1355241,0
500,123783,1210005,1
501,123783,2200269,1
502,123783,1209576,1
503,123783,1209561,1
504,123783,1220399,1
505,123783,2331297,0
506,123783,1675282,0
507,123783,905896,0
508,123783,123783,2
509,123783,810375,0
510,123783,2087174,0
511,123783,878177,0
512,123783,1630942,0
513,123783,579503,0
514,123783,584196,0
515,123783,2260318,0
516,123783,1420601,0
517,123783,2010166,0
518,123783,2188049,0
519,123783,1609935,0
520,123783,2007268,0
521,123783,590614,0
522,123783,1214652,0
523,123783,757004,0
524,123783,441831,0
525,123783,211248,0
526,123783,2429087,0
527,123783,1905765,0
528,123783,1686870,0
529,123783,2038721,0
530,123783,1374633,0
531,123783,573542,0
532,123783,448140,0
533,123783,1659878,0
534,123783,553911,0
535,123783,419894,0
536,123783,2439727,0
537,123783,2267777,0
538,123783,1411855,1
539,123783,449247,0
540,123783,371315,0
541,123783,1108470,0
542,123783,578335,0
543,123783,1585367,0
544,123783,200351,0
545,123783,775384,0
546,123783,2307513,0
547,123783,1891663,0
548,123783,1258717,0
549,123783,1376048,0
550,123783,1413116,0
551,123783,963010,0
552,123783,1451784,0
553,123783,2300158,0
554,123783,2212779,0
555,123783,1122207,0
556,123783,1444976,0
557,123783,421974,0
558,123783,185103,0
559,123783,2832,0
560,123783,2241179,0
561,123783,1701857,0
562,123783,1338647,0
563,123783,2023166,0
564,123783,2361940,0
565,123783,1244073,0
566,123783,1474058,0
567,123783,684028,0
568,123783,1532846,0
569,123783,2379048,0
570,123783,1253558,0
571,123783,1232848,0
572,123783,1674440,0
573,123783,1539204,0
574,123783,1547374,0
575,123783,1958558,0
576,123783,996094,0
577,123783,2062570,0
578,123783,938581,0
579,123783,85223,0
580,123783,340778,0
581,123783,1030710,0
582,123783,739392,0
583,123783,408514,0
584,123783,1903970,0
585,123783,2147843,0
586,123783,2061008,0
587,123783,1812219,0
588,123783,1564370,0
589,123783,2010505,0
590,123783,1459093,0
591,123783,2127087,0
592,123783,942123,0
593,123783,1756085,0
594,123783,1985042,0
595,123783,1108133,0
596,123783,1952736,0
597,123783,979378,0
598,123783,683883,0
599,123783,573436,0
600,4332,1911026,0
601,4332,1713837,0
602,4332,1161161,0
603,4332,1160797,0
604,4332,2239191,0
605,4332,930421,0
606,4332,1247730,0
607,4332,776685,0
608,4332,899978,0
609,4332,1611828,0
610,4332,897039,0
611,4332,367728,0
612,4332,1999931,0
613,4332,1714454,0
614,4332,1621044,0
615,4332,1914051,0
616,4332,629592,0
617,4332,2157754,0
618,4332,1739538,0
619,4332,829092,0
620,4332,2083283,0
621,4332,1172140,0
622,4332,961714,0
623,4332,1098220,0
624,4332,925027,0
625,4332,390483,0
626,4332,1240002,0
627,4332,1531586,0
628,4332,1626042,0
629,4332,1574584,0
630,4332,40032,0
631,4332,2336819,0
632,4332,1680793,0
633,4332,841240,0
634,4332,80324,0
635,4332,823849,0
636,4332,829190,0
637,4332,2157434,0
638,4332,1666385,0
639,4332,237621,0
640,4332,2157430,0
641,4332,2079379,0
642,4332,1701520,0
643,4332,1705221,0
644,4332,2258854,0
645,4332,1838201,0
646,4332,1101502,0
647,4332,2293106,0
648,4332,2093777,0
649,4332,1679542,0
650,4332,1653116,0
651,4332,1973662,0
652,4332,235990,0
653,4332,356846,0
654,4332,584664,0
655,4332,568056,0
656,4332,1171248,0
657,4332,777250,0
658,4332,27528,0
659,4332,602748,0
660,4332,1194046,0
661,4332,826538,0
662,4332,2309717,0
663,4332,445176,0
664,4332,2094804,0
665,4332,1813979,0
666,4332,118160,0
667,4332,444711,0
668,4332,1827386,0
669,4332,2083257,0
670,4332,2038982,0
671,4332,1680794,0
672,4332,2358947,0
673,4332,5545,0
674,4332,1422187,0
675,4332,2140973,0
676,4332,1290751,0
677,4332,2420934,0
678,4332,1180205,0
679,4332,2118444,0
680,4332,163113,0
681,4332,1499745,0
682,4332,819420,0
683,4332,33998,0
684,4332,1354415,0
685,4332,1681141,0
686,4332,2105187,0
687,4332,787353,0
688,4332,1147628,0
689,4332,2399336,0
690,4332,418151,0
691,4332,163571,0
692,4332,71329,0
693,4332,995951,0
694,4332,599316,0
695,4332,57370,0
696,4332,192621,0
697,4332,1857972,0
698,4332,12705,0
699,4332,2142664,0
700,9591,390102,0
701,9591,908435,1
702,9591,2416624,1
703,9591,2250838,0
704,9591,138626,0
705,9591,1898638,0
706,9591,1082628,0
707,9591,143444,1
708,9591,1288286,1
709,9591,909562,0
710,9591,1483036,1
711,9591,1966629,1
712,9591,1759147,0
713,9591,1753249,1
714,9591,2021787,0
715,9591,1578298,0
716,9591,9591,2
717,9591,1882090,0
718,9591,2139979,0
719,9591,128380,0
720,9591,1731263,0
721,9591,130627,0
722,9591,926343,1
723,9591,1807740,1
724,9591,708209,0
725,9591,1284955,0
726,9591,1405254,1
727,9591,246316,0
728,9591,553095,1
729,9591,1153481,1
730,9591,314788,0
731,9591,1363154,0
732,9591,294640,1
733,9591,845012,1
734,9591,1328335,0
735,9591,614004,1
736,9591,1981244,0
737,9591,2101092,1
738,9591,2337595,1
739,9591,1188011,1
740,9591,2320004,1
741,9591,2383634,0
742,9591,2257727,0
743,9591,1688425,1
744,9591,1354739,0
745,9591,1777534,0
746,9591,1098439,1
747,9591,182617,1
748,9591,15657,0
749,9591,2102732,0
750,9591,140046,0
751,9591,1059530,0
752,9591,2430089,0
753,9591,793483,1
754,9591,1723962,0
755,9591,434444,0
756,9591,1204895,1
757,9591,319462,1
758,9591,2013502,0
759,9591,1335845,0
760,9591,1484825,1
761,9591,720201,1
762,9591,519754,1
763,9591,1861382,0
764,9591,178874,0
765,9591,2008926,0
766,9591,2449389,1
767,9591,909077,1
768,9591,1641822,0
769,9591,437459,0
770,9591,1221486,0
771,9591,1026759,0
772,9591,2297866,0
773,9591,165501,1
774,9591,1660945,0
775,9591,1078116,1
776,9591,146772,1
777,9591,1754284,0
778,9591,2319805,0
779,9591,910387,0
780,9591,2256402,1
781,9591,2035307,0
782,9591,128513,1
783,9591,1482898,0
784,9591,2197937,0
785,9591,1847115,0
786,9591,509347,0
787,9591,2017892,0
788,9591,655166,0
789,9591,2382476,0
790,9591,595746,0
791,9591,136238,1
792,9591,1873367,0
793,9591,708600,0
794,9591,153971,0
795,9591,1125479,0
796,9591,6988,1
797,9591,1290199,0
798,9591,551801,1
799,9591,1265625,0
800,114982,1230943,0
801,114982,1097141,0
802,114982,1548643,0
803,114982,186283,0
804,114982,2125265,0
805,114982,429670,0
806,114982,1134193,0
807,114982,664130,0
808,114982,180883,0
809,114982,877423,0
810,114982,1753411,0
811,114982,1122434,0
812,114982,1193848,0
813,114982,1047363,0
814,114982,268763,0
815,114982,34714,0
816,114982,1514328,0
817,114982,1167816,0
818,114982,1863649,0
819,114982,2049643,0
820,114982,1605887,0
821,114982,1117174,0
822,114982,497760,0
823,114982,60890,0
824,114982,2289161,0
825,114982,540688,0
826,114982,2381018,0
827,114982,92466,0
828,114982,672746,0
829,114982,1646521,0
830,114982,191461,0
831,114982,1447188,0
832,114982,2013412,0
833,114982,1892619,0
834,114982,2070100,0
835,114982,501100,0
836,114982,545889,0
837,114982,1674970,0
838,114982,2202229,0
839,114982,201815,0
840,114982,719686,0
841,114982,2073847,0
842,114982,960235,0
843,114982,1231277,0
844,114982,12139,0
845,114982,96990,0
846,114982,1994238,0
847,114982,999241,0
848,114982,2370154,0
849,114982,637857,0
850,114982,2059124,0
851,114982,246794,0
852,114982,228704,0
853,114982,1385195,0
854,114982,367717,0
855,114982,549702,0
856,114982,824825,0
857,114982,413246,0
858,114982,603292,0
859,114982,1657883,0
860,114982,57100,0
861,114982,1377542,0
862,114982,671201,0
863,114982,856166,0
864,114982,2291604,0
865,114982,1223639,0
866,114982,1801407,0
867,114982,1834436,0
868,114982,1617012,0
869,114982,1104602,0
870,114982,1033576,0
871,114982,1828915,0
872,114982,1381907,0
873,114982,600548,0
874,114982,2272306,0
875,114982,2133227,0
876,114982,269418,0
877,114982,1287537,0
878,114982,2440203,0
879,114982,1358774,0
880,114982,1589191,0
881,114982,476292,0
882,114982,1106460,0
883,114982,1875229,0
884,114982,516483,0
885,114982,822220,0
886,114982,1555809,0
887,114982,143009,0
888,114982,2251700,0
889,114982,1491858,0
890,114982,1994126,0
891,114982,905177,0
892,114982,1430068,0
893,114982,1072773,0
894,114982,1319641,0
895,114982,180441,0
896,114982,2361044,0
897,114982,2266309,0
898,114982,697268,0
899,114982,1335250,0
900,563603,390174,1
901,563603,373237,1
902,563603,2207107,0
903,563603,12846,1
904,563603,349302,0
905,563603,563603,2
906,563603,394294,1
907,563603,270469,1
908,563603,2146572,0
909,563603,219324,0
910,563603,1233547,1
911,563603,2169377,1
912,563603,975710,0
913,563603,992981,0
914,563603,1790484,0
915,563603,1779956,0
916,563603,1790508,0
917,563603,281644,0
918,563603,875555,1
919,563603,803047,1
920,563603,675529,1
921,563603,1519081,1
922,563603,1352765,1
923,563603,2152636,0
924,563603,2209658,1
925,563603,1169079,1
926,563603,2004741,1
927,563603,340116,1
928,563603,168181,0
929,563603,2121759,0
930,563603,1612465,1
931,563603,2091601,0
932,563603,1772854,0
933,563603,273547,0
934,563603,977495,1
935,563603,1322067,0
936,563603,694714,1
937,563603,2307963,0
938,563603,1012993,0
939,563603,2034448,0
940,563603,1774477,0
941,563603,2152054,0
942,563603,475319,0
943,563603,234463,1
944,563603,441207,0
945,563603,520494,1
946,563603,366330,0
947,563603,2166326,0
948,563603,1608687,0
949,563603,2310411,0
950,563603,1065862,1
951,563603,2331216,1
952,563603,2122620,0
953,563603,504605,1
954,563603,335378,0
955,563603,409121,0
956,563603,1763073,0
957,563603,1809207,0
958,563603,1326326,1
959,563603,2148599,0
960,563603,2333466,0
961,563603,1888221,0
962,563603,836848,1
963,563603,840695,0
964,563603,1726209,0
965,563603,1247729,1
966,563603,948239,1
967,563603,1617470,0
968,563603,511253,0
969,563603,916562,0
970,563603,2444368,0
971,563603,2211938,0
972,563603,2277914,0
973,563603,2214504,1
974,563603,409120,0
975,563603,2390663,0
976,563603,461539,0
977,563603,664136,0
978,563603,742153,0
979,563603,1452708,1
980,563603,706162,1
981,563603,1493880,1
982,563603,1865175,0
983,563603,633826,0
984,563603,1059699,0
985,563603,265701,1
986,563603,1887204,0
987,563603,2442515,0
988,563603,2233688,0
989,563603,826712,1
990,563603,522721,1
991,563603,947880,0
992,563603,253549,1
993,563603,2188171,0
994,563603,1878080,1
995,563603,392515,1
996,563603,876926,1
997,563603,952454,0
998,563603,1267515,0
999,563603,1686870,1
1000,104206,1756490,0
1001,104206,1769860,0
1002,104206,2341057,0
1003,104206,1902207,0
1004,104206,788252,0
1005,104206,1505689,0
1006,104206,731933,0
1007,104206,2308542,0
1008,104206,945434,0
1009,104206,229223,0
1010,104206,1545996,0
1011,104206,1456656,0
1012,104206,2125236,0
1013,104206,2245520,0
1014,104206,1857746,0
1015,104206,1976874,0
1016,104206,1605129,0
1017,104206,97884,0
1018,104206,1447082,0
1019,104206,1458155,0
1020,104206,1780042,0
1021,104206,1076675,0
1022,104206,1094148,0
1023,104206,1722656,0
1024,104206,1795930,0
1025,104206,352596,0
1026,104206,1044246,0
1027,104206,446001,0
1028,104206,1974639,0
1029,104206,1102277,0
1030,104206,2331638,0
1031,104206,1779303,0
1032,104206,774802,0
1033,104206,629788,0
1034,104206,2105187,0
1035,104206,1009270,0
1036,104206,2279363,0
1037,104206,379612,0
1038,104206,221438,0
1039,104206,185591,0
1040,104206,2305699,0
1041,104206,2300199,0
1042,104206,1991456,0
1043,104206,2379502,0
1044,104206,1450968,0
1045,104206,2172872,0
1046,104206,2238413,0
1047,104206,1616294,0
1048,104206,184658,0
1049,104206,1168165,0
1050,104206,657506,0
1051,104206,71449,0
1052,104206,1276015,0
1053,104206,1291420,0
1054,104206,706852,0
1055,104206,1652464,0
1056,104206,362162,0
1057,104206,1592660,0
1058,104206,975040,0
1059,104206,764847,0
1060,104206,2132656,0
1061,104206,1204364,0
1062,104206,293356,0
1063,104206,930329,0
1064,104206,456047,0
1065,104206,1953473,0
1066,104206,635541,0
1067,104206,1626365,0
1068,104206,2167255,0
1069,104206,2064237,0
1070,104206,922268,0
1071,104206,184217,0
1072,104206,2107598,0
1073,104206,1400033,0
1074,104206,75628,0
1075,104206,417738,0
1076,104206,1412282,0
1077,104206,1779549,0
1078,104206,726207,0
1079,104206,1313220,0
1080,104206,132688,0
1081,104206,602350,0
1082,104206,343980,0
1083,104206,2383789,0
1084,104206,223593,0
1085,104206,7833,0
1086,104206,347329,0
1087,104206,693340,0
1088,104206,2082740,0
1089,104206,2206226,0
1090,104206,299149,0
1091,104206,159847,0
1092,104206,1732266,0
1093,104206,2355875,0
1094,104206,2404366,0
1095,104206,594297,0
1096,104206,1044245,0
1097,104206,850271,0
1098,104206,605573,0
1099,104206,2077154,0
1100,1580851,863001,0
1101,1580851,1726707,0
1102,1580851,1649264,0
1103,1580851,354092,0
1104,1580851,1298253,0
1105,1580851,1255868,0
1106,1580851,307202,0
1107,1580851,555188,0
1108,1580851,307243,0
1109,1580851,167480,0
1110,1580851,1126483,0
1111,1580851,758452,0
1112,1580851,255149,0
1113,1580851,838065,0
1114,1580851,461900,0
1115,1580851,1258526,0
1116,1580851,206012,0
1117,1580851,1021827,0
1118,1580851,16441,0
1119,1580851,2151897,0
1120,1580851,1031100,0
1121,1580851,1098438,0
1122,1580851,571851,0
1123,1580851,1618880,0
1124,1580851,2234315,0
1125,1580851,460381,0
1126,1580851,929142,0
1127,1580851,158588,0
1128,1580851,1216840,0
1129,1580851,1453791,0
1130,1580851,195208,0
1131,1580851,252316,0
1132,1580851,753886,0
1133,1580851,90926,0
1134,1580851,1105727,0
1135,1580851,1163475,0
1136,1580851,930324,0
1137,1580851,951927,0
1138,1580851,1709555,0
1139,1580851,1055226,0
1140,1580851,811637,0
1141,1580851,1472544,0
1142,1580851,2358872,0
1143,1580851,2036199,0
1144,1580851,1404584,0
1145,1580851,303136,0
1146,1580851,170451,0
1147,1580851,1714980,0
1148,1580851,1554905,0
1149,1580851,1108163,0
1150,1580851,1819760,0
1151,1580851,1241239,0
1152,1580851,1775753,0
1153,1580851,2284015,0
1154,1580851,917639,0
1155,1580851,1588345,0
1156,1580851,1211362,0
1157,1580851,1689867,0
1158,1580851,2198500,0
1159,1580851,1317884,0
1160,1580851,584664,0
1161,1580851,1493328,0
1162,1580851,1898660,0
1163,1580851,900359,0
1164,1580851,478976,0
1165,1580851,1441607,0
1166,1580851,649156,0
1167,1580851,261467,0
1168,1580851,2432652,0
1169,1580851,1454745,0
1170,1580851,1993745,0
1171,1580851,1544098,0
1172,1580851,2207631,0
1173,1580851,125783,0
1174,1580851,692510,0
1175,1580851,354367,0
1176,1580851,503569,0
1177,1580851,455792,0
1178,1580851,611067,0
1179,1580851,752096,0
1180,1580851,1849697,0
1181,1580851,859112,0
1182,1580851,1295650,0
1183,1580851,519744,0
1184,1580851,1869638,0
1185,1580851,446624,0
1186,1580851,2117287,0
1187,1580851,1402413,0
1188,1580851,195658,0
1189,1580851,630448,0
1190,1580851,99929,0
1191,1580851,1967006,0
1192,1580851,1643413,0
1193,1580851,10007,0
1194,1580851,1177051,0
1195,1580851,1494307,0
1196,1580851,787984,0
1197,1580851,279485,0
1198,1580851,1410177,0
1199,1580851,2150681,0
1200,23678,215496,0
1201,23678,1691970,0
1202,23678,450956,0
1203,23678,1799086,1
1204,23678,1419765,0
1205,23678,328811,0
1206,23678,206638,0
1207,23678,265336,0
1208,23678,531410,0
1209,23678,1584384,0
1210,23678,593437,0
1211,23678,778967,0
1212,23678,525215,0
1213,23678,71810,0
1214,23678,231074,0
1215,23678,131788,0
1216,23678,80129,0
1217,23678,2021713,0
1218,23678,443138,0
1219,23678,955050,0
1220,23678,1875068,0
1221,23678,1022687,0
1222,23678,1983061,0
1223,23678,597180,0
1224,23678,2203599,0
1225,23678,268844,0
1226,23678,23678,2
1227,23678,360463,0
1228,23678,2012734,0
1229,23678,129396,0
1230,23678,999105,0
1231,23678,1322220,0
1232,23678,999032,0
1233,23678,925138,0
1234,23678,2151049,0
1235,23678,108457,0
1236,23678,978787,0
1237,23678,1988975,0
1238,23678,959149,0
1239,23678,1791159,0
1240,23678,658799,0
1241,23678,2011895,0
1242,23678,1263613,0
1243,23678,2341009,0
1244,23678,758450,0
1245,23678,1775451,0
1246,23678,1655347,0
1247,23678,237310,0
1248,23678,240090,0
1249,23678,492751,0
1250,23678,1004763,0
1251,23678,76592,0
1252,23678,621450,0
1253,23678,351621,0
1254,23678,432699,0
1255,23678,1159488,0
1256,23678,209944,0
1257,23678,1137260,0
1258,23678,2061561,0
1259,23678,1857480,0
1260,23678,332422,0
1261,23678,1126167,0
1262,23678,861527,0
1263,23678,1857486,0
1264,23678,1321920,0
1265,23678,2313671,0
1266,23678,1223701,0
1267,23678,211018,0
1268,23678,620823,0
1269,23678,1357872,0
1270,23678,187197,0
1271,23678,419908,0
1272,23678,266920,0
1273,23678,892137,0
1274,23678,1875999,0
1275,23678,824968,0
1276,23678,583206,0
1277,23678,643040,0
1278,23678,1063835,0
1279,23678,1596238,0
1280,23678,1207735,0
1281,23678,291592,0
