queryID,docID,score
15469,2452830,19.133747
15469,1601230,19.133747
62953,62953,19.47054
62953,373568,11.473872
62953,1547418,11.473872
62953,252433,11.473872
62953,1335,11.473872
62953,289330,11.473872
62953,62956,11.473872
62953,2397733,11.473872
152444,242736,23.596125
152444,152444,23.596125
152444,289563,19.015131
152444,1150937,17.135412
152444,247573,17.135412
152444,1225505,17.135412
152444,376703,17.135412
152444,128064,17.135412
152444,2124613,17.135412
152444,279748,17.135412
152444,2251234,17.135412
152444,1647163,17.135412
104086,104086,16.286755
104086,1464230,14.394924
104086,1531009,14.394924
104086,1800147,13.360322
104086,1548144,13.360322
104086,1282288,13.360322
104086,453448,13.360322
104086,410882,13.360322
104086,1196712,12.534323
104086,1439799,11.681202
104086,1547597,11.681202
104086,410885,11.681202
104086,1327711,11.681202
104086,1735721,11.681202
104086,1648450,11.681202
104086,1047983,11.681202
104086,410883,11.681202
104086,2283603,11.681202
104086,410658,11.681202
104086,2032437,11.681202
145194,2341007,18.206951
145194,145194,17.193043
145194,926875,17.193043
145194,1089847,16.3942
145194,1916175,16.3942
145194,1400670,16.3942
145194,1260423,13.303576
145194,565665,13.303576
145194,2353524,10.342608
145194,2417601,10.342608
145194,1904588,9.990194
145194,1939883,9.661004
145194,485412,9.661004
145194,1490667,9.661004
145194,1326446,9.661004
145194,1091413,9.661004
145194,406476,9.661004
145194,930936,9.661004
145194,2000075,9.661004
145194,1497973,9.661004
73752,508040,16.615372
73752,1769992,16.238407
73752,269878,16.238407
73752,814635,13.582508
73752,648108,12.624235
73752,840107,12.1940775
73752,1033756,11.792267
73752,892796,11.792267
73752,471413,11.792267
73752,707714,11.792267
73752,738934,11.792267
73752,266565,11.792267
73752,1528164,11.792267
73752,1608767,11.792267
73752,438636,11.792267
73752,943266,11.792267
73752,986718,11.792267
73752,2081023,11.792267
73752,989493,11.792267
73752,865918,11.792267
1368508,1368508,15.398807
1368508,458039,12.857
1368508,395325,12.291173
1368508,1192490,12.078545
1368508,1965008,12.078545
1368508,71915,12.078545
1368508,1056618,12.078545
1368508,165829,12.078545
1368508,918895,12.078545
1368508,1919569,12.078545
1368508,471631,12.078545
1368508,863780,12.078545
1368508,470968,10.805674
1368508,1197492,10.560518
1368508,1962076,10.560518
1368508,1267936,10.560518
1368508,1930068,10.560518
1368508,335720,10.560518
1368508,369736,10.560518
1368508,370186,10.560518
11534,1981252,16.339472
11534,1401323,15.653717
11534,1191113,15.653717
11534,1855299,14.441517
11534,11534,14.441517
11534,484328,14.441517
11534,1448790,14.441517
11534,1173607,13.403566
11534,1389683,11.719012
11534,2142031,11.719012
11534,1065201,11.719012
11534,2136745,11.719012
11534,830759,11.719012
11534,103436,11.719012
11534,250744,11.719012
11534,1065282,11.719012
11534,1587853,11.719012
11534,1015758,11.719012
11534,1477071,11.719012
11534,2338258,9.443862
25174,1607914,12.894382
25174,1585379,12.616446
25174,1586750,12.531312
25174,1587324,12.432213
25174,1423627,12.312328
25174,58760,12.203102
25174,28719,12.203102
25174,1111437,12.031985
25174,1150496,11.523535
25174,25174,11.523535
25174,1799168,11.523535
25174,1779951,10.988116
25174,2136622,10.988116
25174,698538,10.988116
25174,346140,10.988116
25174,1266248,10.756613
25174,1590488,10.3779
25174,898187,10.198371
25174,872871,10.198371
25174,408077,10.198371
265104,265104,15.012321
265104,2400759,15.012321
265104,492119,15.012321
265104,1926522,15.012321
265104,2124794,14.524651
265104,1908247,14.046144
265104,412728,13.849791
265104,2332028,13.849791
265104,449885,13.849791
265104,1652972,13.849791
265104,2029779,13.849791
265104,933570,12.854369
265104,1311119,12.854369
265104,2012802,12.360561
265104,1069600,12.05965
265104,1741206,11.773041
265104,1748371,11.238837
265104,1144451,11.238837
265104,1794157,11.238837
265104,995347,11.238837
139082,811190,19.507973
139082,2086664,18.833029
139082,1416592,16.466103
139082,2225931,16.466103
139082,1442070,16.466103
139082,1533384,12.365063
139082,1448302,12.365063
139082,79886,11.957618
139082,907767,11.957618
139082,2011621,11.957618
139082,497736,11.957618
139082,306445,11.957618
139082,335755,11.957618
139082,1463567,11.957618
139082,1155642,11.957618
139082,181991,11.957618
139082,182957,11.957618
139082,2036034,11.957618
139082,786604,11.957618
139082,2261700,11.957618
37743,37743,15.2871685
37743,1385344,15.2871685
37743,1332929,13.365884
37743,124560,10.0369835
37743,1504917,10.0369835
37743,711725,9.706252
37743,215101,9.706252
37743,1790529,9.706252
37743,1434142,9.706252
37743,341138,9.706252
37743,2335851,9.706252
37743,797625,9.706252
37743,475352,9.706252
37743,359513,9.706252
37743,1966482,9.706252
37743,1441597,9.706252
37743,1466087,9.706252
37743,1658870,9.706252
37743,1278740,9.706252
37743,71143,9.706252
207224,1545167,18.153881
1313611,4397,15.048753
1313611,206592,13.883401
1313611,25238,13.883401
1313611,1313611,13.883401
1313611,665971,13.883401
1313611,1037865,12.885564
1313611,1060264,12.885564
1313611,331039,12.885564
1313611,1988889,11.266111
1313611,1166122,11.266111
1313611,1939753,11.266111
1313611,2364599,11.266111
1313611,576624,11.266111
1313611,2428055,11.266111
1313611,36229,11.266111
1313611,1029512,11.266111
1313611,2018023,9.078888
1313611,1547642,8.75862
1313611,834076,8.75862
1313611,1909291,8.75862
641464,863297,14.551323
641464,1776036,14.551323
641464,911689,14.551323
641464,821616,14.551323
641464,455077,14.551323
641464,87860,14.551323
641464,1599970,14.551323
641464,2066896,14.551323
641464,850348,14.551323
641464,506062,14.551323
641464,1810381,14.551323
641464,2164736,14.551323
641464,641464,14.551323
641464,715110,14.551323
641464,850209,14.551323
641464,455826,14.551323
75295,75295,23.795639
75295,241786,20.805014
75295,364279,20.805014
75295,2302753,15.108519
75295,615838,15.108519
75295,254342,15.108519
75295,883540,15.108519
75295,392073,15.108519
75295,525558,15.108519
75295,345821,15.108519
75295,2043129,15.108519
75295,971307,15.108519
75295,964207,15.108519
75295,959431,15.108519
75295,1017094,15.108519
75295,342835,15.108519
75295,631958,15.108519
75295,81837,15.108519
75295,521342,15.108519
75295,1319976,15.108519
2591,1105314,15.5768
2591,975714,14.711756
2591,572710,14.457254
2591,605908,14.457254
2591,1437418,14.457254
2591,2264589,13.5634365
2591,561734,12.933707
2591,473522,12.933707
2591,1920459,12.933707
2591,1784234,12.640272
2591,756322,12.640272
2591,1669116,12.640272
2591,1066903,12.640272
2591,1605687,12.640272
2591,1879480,12.640272
2591,360885,12.640272
2591,2038585,12.640272
2591,2016023,12.640272
2591,2073121,12.640272
2591,1381497,12.640272
107590,443002,18.263262
107590,1441161,18.263262
107590,107590,18.263262
107590,906264,17.669985
107590,1736536,17.669985
107590,2067143,16.848984
107590,1307698,16.848984
107590,817179,16.848984
107590,1839207,16.848984
107590,1797920,16.848984
107590,204379,16.848984
107590,2123567,16.800545
107590,474634,16.494001
107590,2057417,16.198442
107590,1465552,15.91329
107590,1306913,15.91329
107590,2135259,15.638002
107590,1200800,15.638002
107590,1966688,15.638002
107590,1251990,15.638002
362197,2279898,21.385303
362197,362197,21.385303
362197,394283,21.385303
362197,466736,21.385303
362197,1935390,15.5299225
362197,656252,15.5299225
362197,1463296,15.5299225
362197,2183597,15.5299225
362197,859831,15.5299225
362197,1903081,15.5299225
362197,1132574,15.5299225
362197,773987,15.5299225
362197,2412834,15.5299225
362197,2071128,15.5299225
362197,1779786,15.5299225
362197,417420,15.5299225
362197,1504613,15.5299225
362197,2223666,15.5299225
13540,2087558,10.871865
13540,2118484,10.871865
13540,2079516,10.699913
13540,2351243,10.699913
13540,13540,10.502727
13540,983473,10.1560755
13540,1375318,10.1560755
13540,2301152,9.91785
13540,1896606,9.91785
13540,482039,9.91785
13540,1096578,9.91785
13540,341506,9.91785
13540,1047639,9.91785
13540,1209770,9.91785
13540,2417489,9.457036
13540,2219986,9.457036
13540,1220010,9.457036
13540,2332036,9.457036
13540,847455,9.457036
13540,2189731,9.457036
25406,28504,11.932785
25406,1157500,11.932785
128282,804139,13.038634
128282,104267,13.038634
128282,2426338,13.038634
128282,128282,13.038634
128282,2444569,13.038634
267973,267973,18.377747
267973,2085235,13.345846
267973,842668,13.345846
267973,582099,13.345846
267973,1071377,13.345846
116217,116217,18.232227
116217,496921,10.244937
116217,1436771,10.244937
116217,1927588,10.244937
116217,307111,10.244937
116217,358084,10.244937
116217,634163,10.244937
116217,547584,10.244937
116217,232550,10.244937
16130,1818214,15.328376
16130,945258,14.246928
16130,463153,13.761479
16130,998264,13.30802
16130,902365,13.30802
16130,350854,13.30802
16130,630789,13.30802
16130,458967,13.30802
16130,2005896,13.30802
16130,289186,13.30802
16130,596738,13.30802
16130,592338,13.30802
16130,2405900,13.30802
16130,148130,13.30802
16130,1076881,13.30802
16130,2204708,13.30802
16130,164285,13.30802
16130,1247223,13.30802
16130,2213129,13.30802
16130,701420,13.30802
471746,2324603,21.90445
471746,471746,21.182669
471746,2448630,21.182669
113000,113000,17.03293
113000,225253,16.528109
113000,525590,16.286755
113000,1832124,15.603212
113000,363054,14.394924
113000,1813742,14.394924
113000,551422,14.394924
113000,1195536,14.394924
113000,706466,13.839134
113000,191318,13.360322
113000,267253,13.360322
113000,1923335,13.360322
113000,418993,13.360322
113000,1932091,11.9523735
113000,2339370,11.681202
113000,1715861,11.681202
113000,1325480,11.681202
113000,1635171,11.681202
113000,825593,11.681202
113000,655730,11.681202
87860,2042194,11.305816
87860,87860,11.194837
87860,2222036,10.987474
87860,259222,10.900583
87860,22478,10.900583
87860,580397,10.900583
87860,475752,10.900583
87860,1034656,10.699699
87860,926785,10.699699
87860,930681,10.699699
87860,1338265,10.699699
87860,2104922,10.699699
87860,2167567,10.536358
87860,2044584,10.443094
87860,1561575,10.443094
87860,481315,10.443094
87860,1614326,10.443094
87860,2184544,10.443094
87860,1761948,10.443094
87860,2099882,10.443094
25983,1895032,18.754368
25983,845675,18.754368
25983,768117,18.754368
25983,1955906,18.754368
25983,168668,18.754368
25983,2089283,18.754368
25983,277998,18.754368
25983,2355672,18.754368
25983,1645981,15.113361
25983,2156997,14.580221
25983,1188487,14.580221
25983,1657699,14.580221
25983,563410,14.580221
25983,410216,14.083414
25983,2434832,14.083414
25983,1541335,14.083414
25983,1376620,14.083414
25983,1377694,14.083414
25983,2003056,14.083414
25983,488478,13.619349
11919,2080597,19.73159
11919,860561,19.73159
11919,304836,19.312431
11919,2226093,19.312431
11919,458377,19.312431
11919,1587481,19.12286
11919,2350168,18.896154
11919,204262,18.896154
11919,1702723,18.62022
11919,930740,18.277073
11919,2218603,18.277073
11919,885597,17.838745
11919,71861,17.838745
11919,1430056,17.838745
11919,1350511,17.838745
11919,1701607,17.838745
11919,1493030,17.838745
11919,1107901,17.838745
11919,219030,17.838745
11919,1689428,17.838745
22343,1130591,24.922237
22343,2384921,21.185196
22343,444952,20.223915
22343,344222,18.305698
22343,1220096,16.297607
22343,2108590,15.722691
22343,686075,15.186956
22343,745624,15.186956
22343,1549907,15.186956
22343,1079821,14.686527
22343,92722,14.686527
22343,813429,14.686527
22343,975485,14.686527
22343,726364,14.686527
22343,1638438,14.686527
22343,2046580,14.686527
22343,1130150,14.686527
22343,1280806,14.686527
22343,978858,14.686527
22343,799826,14.686527
81083,872041,16.006367
81083,2437899,16.006367
81083,681618,16.006367
172877,331292,14.322881
172877,753039,10.401218
172877,601814,10.401218
172877,1051939,10.401218
172877,1933105,10.401218
172877,309161,10.401218
172877,1599395,10.401218
172877,2433220,10.401218
172877,1464614,10.401218
172877,956183,10.401218
172877,835580,10.401218
172877,525091,10.401218
172877,1838192,10.401218
172877,1569760,10.401218
172877,1149758,10.401218
172877,802729,10.401218
172877,1288591,10.401218
172877,694221,10.401218
172877,429751,10.401218
172877,94442,10.401218
7169,7078,13.343912
13690,1627034,12.2946205
13690,1192420,12.2946205
13690,2062276,12.2946205
13690,645450,12.2946205
13690,1050493,12.2946205
13690,2270965,10.092235
13690,1021425,9.558214
13690,1356524,9.232529
13690,1593892,8.928304
13690,1087336,8.928304
13690,1121532,8.928304
13690,424400,8.928304
13690,648356,8.928304
13690,1985730,8.928304
13690,749384,8.928304
13690,2098312,8.928304
13690,709817,8.928304
13690,2093479,8.928304
13690,1900805,8.928304
13690,2338877,8.928304
8140,1426551,14.346069
8140,1418176,13.873348
8140,8140,13.873348
8140,1113226,13.873348
8140,620999,13.873348
8140,771711,13.873348
8140,708970,13.873348
8140,694773,13.873348
8140,692822,13.873348
8140,830373,13.873348
8140,94256,13.873348
206019,1334440,14.368338
206019,942063,14.368338
206019,1328726,13.335647
206019,1529391,13.335647
206019,1135926,13.335647
206019,498419,13.335647
206019,1849457,13.335647
206019,1128584,13.335647
206019,142326,13.335647
206019,1347278,13.335647
206019,1270785,13.335647
206019,1494651,13.335647
206019,1825388,13.335647
206019,571708,13.335647
206019,313839,13.335647
206019,1629329,13.335647
206019,1164436,12.511173
206019,1397010,12.213833
206019,201170,11.930298
206019,738909,11.930298
104453,104453,19.467306
104453,1446187,16.283298
104453,2362111,14.61879
104453,615389,14.137081
104453,2358404,14.137081
104453,2191016,14.137081
104453,1895884,14.137081
104453,1072771,14.137081
104453,2380674,14.137081
104453,694802,14.137081
73673,279724,14.457543
73673,1864073,13.563708
73673,2152537,12.640526
73673,1610881,12.640526
73673,647655,12.640526
73673,1058253,12.640526
73673,529546,12.640526
73673,160275,12.640526
73673,420544,10.186471
73673,1031005,9.1795
73673,73673,9.1795
73673,1924745,9.1795
73673,1431923,9.1795
73673,314501,9.1795
73673,1189903,9.1795
73673,784251,9.1795
73673,996800,9.1795
73673,1095164,9.1795
73673,1133047,9.1795
73673,1605097,9.1795
996687,2053858,21.870096
996687,392691,19.121471
996687,1509164,14.359087
996687,137334,13.885937
996687,649454,13.885937
996687,1065029,13.885937
996687,341993,13.885937
996687,243964,13.885937
996687,1834069,13.885937
996687,996687,13.885937
996687,294089,13.885937
121384,1062953,16.3942
121384,491690,16.3942
121384,706385,13.303576
121384,2026978,10.920453
121384,1597973,9.661004
121384,948116,9.661004
121384,925826,9.661004
121384,1704342,9.661004
121384,1790226,9.661004
121384,264081,9.661004
121384,121384,9.661004
121384,411145,9.661004
121384,358356,9.661004
121384,1611688,9.661004
121384,1200503,9.661004
121384,786719,9.661004
121384,1858222,9.661004
121384,1129724,9.661004
121384,258785,9.661004
121384,245123,9.661004
87686,1157199,15.732185
87686,2058032,15.22113
87686,1374014,14.513909
87686,2058748,14.513909
87686,87686,14.513909
87686,966769,14.513909
87686,976192,14.513909
87686,75013,13.470757
87686,503404,13.470757
87686,118884,13.470757
87686,1615040,11.777758
87686,1008719,11.777758
87686,67554,11.777758
87686,364455,11.777758
87686,1055264,11.777758
87686,2213553,11.777758
87686,1817445,11.777758
87686,529269,11.777758
87686,2360876,9.491202
87686,1622162,9.491202
410859,410859,18.206951
410859,2193366,15.483763
410859,2218906,13.303576
410859,1248605,13.303576
410859,2390175,10.720797
410859,692721,10.342608
410859,790751,9.990194
410859,1966054,9.990194
410859,1402089,9.661004
410859,593515,9.661004
410859,795108,9.661004
410859,790685,9.661004
410859,2233467,9.661004
410859,2211780,9.661004
410859,1403393,9.661004
410859,691699,9.661004
410859,2205018,9.661004
410859,1553828,9.661004
410859,2235789,9.661004
410859,617295,9.661004
108909,108909,15.537153
108909,1067579,11.283018
108909,959450,11.283018
108909,1965133,11.283018
108909,510037,11.283018
108909,1076780,11.283018
108909,1295376,11.283018
92044,92044,16.724794
92044,412323,10.55117
92044,852657,10.191649
92044,633169,9.855822
92044,343413,9.855822
92044,426583,9.855822
92044,1144486,9.855822
92044,229323,9.855822
92044,813814,9.855822
92044,294135,9.855822
92044,848076,9.855822
92044,1319887,9.855822
92044,1272986,9.855822
92044,1967213,9.855822
92044,217783,9.855822
92044,1371580,9.855822
92044,1721593,9.855822
92044,920018,9.855822
371437,1992216,22.981846
371437,1097635,20.093498
371437,199552,20.093498
371437,336506,20.093498
371437,371437,20.093498
371437,132861,15.621302
371437,962670,15.621302
371437,1641783,15.621302
371437,1077262,15.621302
371437,709711,15.089022
371437,2021394,14.591818
371437,1352966,14.591818
371437,1121124,14.591818
371437,267611,14.591818
371437,1137278,14.591818
371437,822526,14.591818
371437,1416899,14.591818
371437,189409,14.591818
371437,1094186,14.591818
371437,1031250,14.591818
151303,350094,15.414072
151303,151303,14.91335
151303,2372829,14.22043
151303,1057425,14.22043
151303,712160,13.19837
151303,830005,13.19837
151303,575152,13.19837
151303,1258999,11.8074875
151303,331770,11.539604
151303,240760,11.539604
151303,400659,11.539604
151303,326096,11.539604
151303,1399832,11.539604
151303,1124451,11.539604
151303,2147494,11.539604
151303,2110400,11.539604
151303,2236373,11.539604
151303,2271047,11.539604
151303,1993287,11.539604
151303,1028738,11.539604
101626,1684402,22.725925
101626,2011331,20.814188
101626,2353406,20.814188
101626,1356891,20.814188
101626,531730,20.814188
101626,2009739,20.331003
101626,2302732,20.331003
101626,281878,19.86974
101626,2025756,19.86974
101626,1107322,19.86974
101626,850140,19.86974
101626,487866,19.86974
101626,1337804,19.86974
101626,1684173,19.86974
101626,101626,19.86974
101626,1284191,19.86974
101626,1341775,19.86974
101626,1685865,19.86974
101626,2040102,19.86974
101626,1685456,19.86974
79032,444531,16.356115
79032,2179154,16.356115
79032,679267,12.715746
79032,1969292,12.28247
79032,2045218,12.28247
79032,2237246,11.877746
79032,333226,11.877746
79032,2290384,11.877746
79032,1472223,11.877746
79032,415591,11.877746
79032,301994,11.877746
79032,1597469,11.877746
79032,952315,11.877746
79032,261021,11.877746
17656,1379750,14.87041
17656,2040919,13.160368
17656,1860758,13.160368
17656,17656,13.160368
17656,267726,13.160368
17656,1418457,11.506378
17656,2063690,11.506378
17656,1855650,11.506378
17656,1371866,11.506378
17656,2315815,11.506378
17656,2289419,11.506378
17656,2031198,11.506378
17656,854728,11.506378
17656,5767,11.506378
17656,665351,11.506378
17656,978667,11.506378
17656,373938,11.506378
17656,2370222,11.506378
17656,830257,11.506378
17656,2358546,11.506378
15514,15514,15.73704
15514,527984,13.1517515
15514,1190652,13.1517515
15514,2385157,11.498845
15514,2276783,11.498845
15514,694035,11.498845
15514,1140731,11.498845
15514,556914,11.498845
15514,1759320,11.498845
15514,2246133,11.498845
15514,207346,11.498845
15514,1480604,11.498845
15514,1582837,11.498845
15514,851416,11.498845
15514,1848711,11.498845
15514,2156289,11.498845
15514,1117132,11.498845
15514,987433,11.498845
15514,2324405,11.498845
15514,2414774,11.498845
1254734,1254734,15.326565
1254734,1689996,14.473058
1254734,2366973,14.473058
1254734,1135690,14.473058
1254734,1473775,13.800595
1254734,1808305,13.800595
1254734,279884,13.495218
1254734,2221060,12.808709
1254734,609296,12.808709
1254734,301685,12.808709
1254734,903289,12.016813
1254734,1910253,11.1989155
1254734,903353,11.1989155
1254734,1083901,11.1989155
1254734,648710,11.1989155
1254734,2160324,11.1989155
1254734,929254,11.1989155
1254734,334770,11.1989155
1254734,1284106,11.1989155
1254734,2320121,11.1989155
1238278,533774,22.303843
1238278,2198623,22.303843
1238278,1686317,22.303843
1238278,2427078,22.303843
1238278,2044925,22.303843
1238278,2180169,17.339691
1238278,666747,16.74886
1238278,415495,16.196962
1238278,1259046,16.196962
1238278,2043282,16.196962
1238278,334842,16.196962
1238278,1904844,16.196962
1238278,2037246,16.196962
1238278,726923,16.196962
1238278,1060801,16.196962
1238278,1892417,16.196962
1238278,2427392,16.196962
1238278,1216395,16.196962
1238278,1642847,16.196962
1238278,2043276,16.196962
21645,2300832,13.830009
21645,1194874,10.385514
21645,1508730,10.385514
21645,196672,10.043298
21645,1665530,10.043298
21645,1671785,10.043298
21645,1168513,10.043298
21645,479041,10.043298
21645,1012973,10.043298
21645,2093805,10.043298
21645,2083524,10.043298
21645,8870,10.043298
21645,897616,10.043298
21645,1528737,10.043298
21645,1267380,10.043298
21645,1672505,10.043298
21645,7771,10.043298
21645,1626533,10.043298
21645,376374,10.043298
21645,717788,10.043298
1280405,193249,14.138168
1280405,691670,12.948845
1280405,1280405,12.361289
1280405,692168,12.361289
1280405,1798822,12.361289
1280405,2238522,12.361289
1280405,1514804,12.361289
1280405,2119230,12.361289
1280405,1485477,12.361289
1280405,1448198,9.610045
1280405,2125562,9.610045
1280405,1658273,9.282593
1280405,438626,9.282593
1280405,2346862,9.282593
1280405,305940,8.976719
1280405,2445142,8.976719
1280405,344548,8.976719
1280405,1774449,8.976719
1280405,1126814,8.976719
1280405,736272,8.976719
32559,495416,10.188079
32559,32559,10.188079
32559,1782057,10.188079
32559,796802,10.188079
32559,1442295,10.188079
32559,93012,10.188079
32559,791763,10.188079
32559,606510,10.188079
34939,352063,17.541172
34939,34939,16.971354
34939,600258,16.182812
34939,709143,16.182812
34939,944171,15.019711
34939,1179910,15.019711
34939,880818,13.43689
34939,1238558,13.132039
34939,961349,13.132039
34939,417759,13.132039
34939,1604968,9.536435
34939,2088983,9.536435
34939,1774624,9.536435
34939,723259,9.536435
34939,1727497,9.536435
34939,1278270,9.536435
34939,1494012,9.536435
34939,1430547,9.536435
34939,165719,9.536435
34939,2144644,9.536435
174151,1186514,12.398347
174151,2369425,12.398347
174151,362495,9.00363
174151,2350903,9.00363
174151,2385442,9.00363
174151,823775,9.00363
174151,174151,9.00363
174151,2446477,9.00363
174151,1240331,9.00363
174151,2398657,9.00363
174151,630808,9.00363
174151,1975732,9.00363
174151,1995627,9.00363
174151,1674557,9.00363
174151,2350052,9.00363
174151,440933,9.00363
174151,2298012,9.00363
174151,1068365,9.00363
174151,528321,9.00363
4900,973440,15.704823
4900,1439087,14.825996
4900,1445071,14.344378
4900,1322917,14.344378
4900,2064714,14.344378
4900,1374404,13.677895
4900,4900,13.677895
4900,2334631,13.677895
4900,1037110,13.14979
4900,1316993,12.694828
4900,918143,12.694828
4900,2332098,12.694828
4900,2154687,12.694828
4900,1981643,12.694828
4900,2326221,12.694828
4900,325041,12.694828
4900,1879210,12.694828
4900,2292393,12.694828
4900,1858796,12.694828
4900,1259469,12.694828
10166,679674,13.650725
10166,241664,13.650725
10166,2410953,13.185591
10166,2396724,12.751108
10166,1511488,12.751108
10166,1347690,12.751108
10166,297836,12.751108
10166,1188415,12.751108
10166,1932903,12.751108
10166,1184230,12.751108
10166,308463,12.751108
10166,1846553,12.751108
10166,2406257,12.751108
10166,1886126,12.751108
10166,1145671,12.751108
10166,1267174,12.751108
10166,705752,12.751108
10166,1632177,12.751108
10166,651652,12.751108
25726,2352514,13.226994
25726,622623,12.260224
25726,734188,12.260224
25726,25726,12.260224
25726,510117,11.690577
25726,1837912,11.04135
25726,1073011,11.04135
25726,1312021,11.04135
25726,1773585,10.850344
25726,1692250,10.850344
25726,280547,10.850344
25726,2117935,10.850344
25726,2066646,10.850344
25726,1758435,10.850344
25726,1693789,10.850344
25726,1941332,10.850344
25726,1663968,10.850344
25726,976965,10.850344
25726,1477595,10.850344
25726,591565,10.850344
720,550046,22.488827
720,1136741,22.488827
720,373618,22.488827
720,345300,22.488827
720,639848,18.460312
720,1854956,16.887772
720,429222,16.887772
720,1783982,16.887772
720,1509164,16.887772
720,459547,16.331297
720,496921,16.331297
720,2147194,16.331297
720,501699,16.331297
720,837996,16.331297
720,649454,16.331297
720,104546,16.331297
720,606211,16.331297
720,1264989,16.331297
720,80687,16.331297
720,360582,16.331297
200237,1852382,22.620031
200237,1473792,17.585506
200237,860983,16.426577
200237,1676489,16.426577
200237,2045402,16.426577
200237,1679778,16.426577
200237,1352798,16.426577
200237,1552623,16.426577
14410,14410,15.374946
14410,1110855,15.247931
14410,86124,14.919263
14410,1009258,14.701403
14410,973079,14.430473
14410,23846,14.430473
14410,569629,14.430473
14410,1159840,14.084396
14410,757120,14.084396
14410,154297,13.626869
14410,439235,13.626869
14410,870326,13.626869
14410,1062855,13.626869
14410,1350487,13.626869
14410,283216,13.626869
14410,201915,13.626869
14410,91146,12.993723
14410,1173294,12.993723
14410,1608868,12.993723
14410,2005565,12.993723
23920,804964,15.5504
23920,2285025,15.5504
23920,963776,15.5504
23920,2412659,14.242277
23920,588733,13.596032
23920,2341047,13.596032
23920,1647337,13.596032
23920,1944239,13.596032
23920,1221522,13.596032
23920,2453830,13.596032
23920,2380053,13.596032
23920,869481,13.596032
23920,1530884,13.596032
23920,846878,13.596032
23920,2353813,13.596032
23920,1103498,13.596032
23920,2330754,13.596032
23920,1745488,11.16052
23920,1665041,11.16052
23920,1878246,10.956473
1897191,2199815,11.063098
1897191,426292,11.063098
1897191,1112200,11.063098
1897191,228744,11.063098
1897191,141491,11.063098
196387,1127542,26.427074
196387,581793,26.427074
196387,580150,26.427074
196387,581099,26.427074
196387,905457,26.427074
196387,590065,26.427074
196387,333396,26.427074
25130,1791441,17.335255
25130,1114179,17.335255
25130,1339117,17.335255
25130,1822051,17.335255
25130,371783,15.071997
25130,1352062,12.588793
25130,414514,12.588793
25130,2233351,12.588793
25130,395888,12.588793
25130,1385871,12.588793
25130,2016731,12.588793
25130,2015699,12.588793
25130,1809541,12.588793
25130,1504317,12.588793
25130,364929,12.588793
25130,1631050,12.588793
25130,324973,12.588793
25130,498467,12.588793
25130,1668543,12.588793
25130,797254,12.588793
28232,28232,15.522738
28232,778621,15.522738
28232,300185,13.571847
28232,501846,10.936984
